id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8014,Cozy Shared room in Chelsea,30124,John,Manhattan,Chelsea,40.755928,-74.006815,Shared room,79,3,61,2019-10-19,8.71,5,145
8015,Cozy Entire home/apt in Chelsea,77738,Lisa,Manhattan,Chelsea,40.740202,-73.982245,Entire home/apt,263,1,7,2019-12-26,0.54,1,154
8016,Cozy Entire home/apt in Bed-Stuy,33712,Maria,Brooklyn,Bed-Stuy,40.678078,-73.947715,Entire home/apt,148,30,5,2019-07-17,0.17,1,96
8017,Cozy Private room in Riverdale,60380,Emma,Bronx,Riverdale,40.845862,-73.902294,Private room,81,3,28,2019-11-15,3.11,1,279
8018,Cozy Entire home/apt in Crown Heights,93229,Emma,Brooklyn,Crown Heights,40.701873,-73.95271,Entire home/apt,163,2,71,2019-04-06,17.75,1,112
8019,Cozy Entire home/apt in Lower East Side,93029,David,Manhattan,Lower East Side,40.734859,-73.96583,Entire home/apt,176,7,17,2020-01-30,3.4,1,65
8020,Cozy Private room in Williamsburg,36812,John,Brooklyn,Williamsburg,40.702101,-73.95199,Private room,81,7,10,2019-07-24,0.48,2,160
8021,Cozy Private room in Park Slope,43755,Emma,Brooklyn,Park Slope,40.666555,-73.979131,Private room,10,2,20,2019-10-01,1.67,1,71
8022,Cozy Entire home/apt in Bed-Stuy,32736,David,Brooklyn,Bed-Stuy,40.693838,-73.917274,Entire home/apt,19,1,39,2019-02-06,3.25,1,83
8023,Cozy Private room in Harlem,26159,Lisa,Manhattan,Harlem,40.73632,-73.959923,Private room,127,3,33,2020-01-27,1.32,1,155
8024,Cozy Entire home/apt in Fordham,58243,James,Bronx,Fordham,40.862853,-73.848907,Entire home/apt,51,2,7,2019-06-27,0.64,2,306
8025,Cozy Entire home/apt in Long Island City,87870,Sarah,Queens,Long Island City,40.751846,-73.869321,Entire home/apt,34,3,1,2019-08-26,0.03,3,196
8026,Cozy Private room in Upper East Side,76918,Maria,Manhattan,Upper East Side,40.765413,-74.012717,Private room,145,7,18,2019-09-14,3.0,5,236
8027,Cozy Private room in Midtown,57811,Sarah,Manhattan,Midtown,40.793113,-73.945254,Private room,10,2,29,2019-01-17,1.93,10,35
8028,Cozy Entire home/apt in Chelsea,32021,David,Manhattan,Chelsea,40.753862,-73.967223,Entire home/apt,100,7,48,2019-10-15,4.8,1,10
8029,Cozy Private room in Crown Heights,95192,John,Brooklyn,Crown Heights,40.641348,-73.978452,Private room,90,1,10,2020-01-23,0.36,1,145
8030,Cozy Entire home/apt in Hell's Kitchen,19407,David,Manhattan,Hell's Kitchen,40.777033,-74.012698,Entire home/apt,170,3,17,2020-06-08,1.31,1,4
8031,Cozy Entire home/apt in Crown Heights,56079,James,Brooklyn,Crown Heights,40.628386,-73.978995,Entire home/apt,233,2,3,2019-07-15,0.23,1,202
8032,Cozy Entire home/apt in Chelsea,38419,Sarah,Manhattan,Chelsea,40.743472,-74.018385,Entire home/apt,10,7,24,2019-09-01,1.41,1,235
8033,Cozy Entire home/apt in Harlem,12382,Lisa,Manhattan,Harlem,40.792653,-73.993249,Entire home/apt,145,90,31,2020-01-15,4.43,1,340
8034,Cozy Private room in Kingsbridge,23478,James,Bronx,Kingsbridge,40.874012,-73.897857,Private room,20,2,21,2020-03-22,1.24,10,103
8035,Cozy Entire home/apt in Astoria,48423,James,Queens,Astoria,40.704563,-73.829627,Entire home/apt,87,2,22,2020-01-06,1.16,5,73
8036,Cozy Private room in Flushing,15730,Michael,Queens,Flushing,40.711755,-73.832108,Private room,38,3,15,2019-09-13,0.42,3,242
8037,Cozy Entire home/apt in Harlem,74427,James,Manhattan,Harlem,40.739669,-73.965202,Entire home/apt,317,1,0,,,10,182
8038,Cozy Entire home/apt in Flushing,28334,Emma,Queens,Flushing,40.739681,-73.825243,Entire home/apt,132,30,59,2019-12-18,29.5,1,55
8039,Cozy Private room in Park Slope,15412,Michael,Brooklyn,Park Slope,40.659965,-73.926292,Private room,10,7,13,2019-07-29,0.59,1,215
8040,Cozy Entire home/apt in Astoria,54202,Emma,Queens,Astoria,40.71841,-73.83223,Entire home/apt,21,7,1,,0.03,1,140
8041,Cozy Private room in Hell's Kitchen,58577,Emma,Manhattan,Hell's Kitchen,40.741883,-73.96276,Private room,233,14,77,2019-10-06,2.48,10,181
8042,Cozy Entire home/apt in Hell's Kitchen,72656,John,Manhattan,Hell's Kitchen,40.741514,-73.949149,Entire home/apt,220,1,2,2019-09-12,0.07,2,330
8043,Cozy Private room in Lower East Side,95679,James,Manhattan,Lower East Side,40.731399,-73.991823,Private room,82,2,50,2019-10-18,2.38,2,214
8044,Cozy Private room in Bushwick,71089,Emma,Brooklyn,Bushwick,40.627547,-73.968412,Private room,88,7,3,2019-04-09,0.1,3,325
8045,Cozy Shared room in Park Slope,89932,Emma,Brooklyn,Park Slope,40.651908,-73.965359,Shared room,110,3,64,2019-02-15,3.76,1,44
8046,Cozy Private room in Jackson Heights,54211,Maria,Queens,Jackson Heights,40.704636,-73.825427,Private room,60,2,28,2020-06-19,2.15,3,124
8047,Cozy Private room in Williamsburg,20685,John,Brooklyn,Williamsburg,40.701526,-73.960912,Private room,10,1,26,2019-12-15,1.44,3,82
8048,Cozy Private room in Bushwick,49889,Lisa,Brooklyn,Bushwick,40.630411,-73.926256,Private room,199,1,6,2019-08-06,0.33,2,64
8049,Cozy Entire home/apt in Long Island City,89717,James,Queens,Long Island City,40.745321,-73.827431,Entire home/apt,130,3,19,2020-01-22,0.56,1,47
8050,Cozy Entire home/apt in Fordham,53686,James,Bronx,Fordham,40.80179,-73.852625,Entire home/apt,45,1,54,2020-04-05,1.54,1,229
8051,Cozy Entire home/apt in Lower East Side,37907,Michael,Manhattan,Lower East Side,40.715654,-73.985288,Entire home/apt,232,7,16,2020-04-12,8.0,1,324
8052,Cozy Private room in Park Slope,74369,Maria,Brooklyn,Park Slope,40.675448,-73.957367,Private room,82,3,25,2020-04-13,12.5,2,45
8053,Cozy Entire home/apt in Upper East Side,97532,John,Manhattan,Upper East Side,40.770025,-73.998535,Entire home/apt,259,3,21,2019-03-29,1.24,5,123
8054,Cozy Entire home/apt in Lower East Side,57794,Lisa,Manhattan,Lower East Side,40.763524,-73.97446,Entire home/apt,238,1,7,2019-03-26,1.17,2,64
8055,Cozy Private room in St. George,63654,Sarah,Staten Island,St. George,40.544642,-74.187034,Private room,28,7,6,2020-06-20,0.35,3,96
8056,Cozy Private room in Park Slope,94340,Maria,Brooklyn,Park Slope,40.628057,-73.983204,Private room,109,30,31,2019-12-11,1.19,1,62
8057,Cozy Entire home/apt in Stapleton,39662,Emma,Staten Island,Stapleton,40.61109,-74.181297,Entire home/apt,77,2,0,,,10,303
8058,Cozy Private room in Fordham,89564,James,Bronx,Fordham,40.803954,-73.901425,Private room,47,2,42,2019-11-30,42.0,20,45
8059,Cozy Private room in Crown Heights,96706,Maria,Brooklyn,Crown Heights,40.688483,-73.919145,Private room,10,14,6,2020-06-01,0.21,1,55
8060,Cozy Entire home/apt in Williamsburg,51380,Maria,Brooklyn,Williamsburg,40.64596,-73.926816,Entire home/apt,143,3,38,2020-01-29,1.19,2,272
8061,Cozy Private room in Long Island City,40483,Michael,Queens,Long Island City,40.753108,-73.822019,Private room,46,14,0,,,1,97
8062,Cozy Entire home/apt in Lower East Side,62129,David,Manhattan,Lower East Side,40.720946,-73.944692,Entire home/apt,221,30,41,2019-07-29,2.16,3,211
8063,Cozy Private room in Bushwick,30255,Emma,Brooklyn,Bushwick,40.647131,-73.935779,Private room,10,3,22,2020-03-21,0.65,1,263
8064,Cozy Private room in Chelsea,36934,John,Manhattan,Chelsea,40.737726,-73.972707,Private room,10,1,62,2019-10-12,2.95,1,123
8065,Cozy Private room in Williamsburg,82290,Emma,Brooklyn,Williamsburg,40.697084,-73.91247,Private room,156,7,4,2020-02-23,0.15,1,288
8066,Cozy Entire home/apt in Flushing,39934,Lisa,Queens,Flushing,40.712701,-73.885985,Entire home/apt,23,1,8,2019-12-18,0.4,1,43
8067,Cozy Private room in Midtown,23940,David,Manhattan,Midtown,40.755588,-73.970591,Private room,91,3,18,2019-09-28,1.5,1,144
8068,Cozy Private room in New Brighton,73893,James,Staten Island,New Brighton,40.550226,-74.182648,Private room,28,60,34,2019-03-15,1.1,3,77
8069,Cozy Private room in Bed-Stuy,60374,David,Brooklyn,Bed-Stuy,40.660334,-73.910159,Private room,136,14,37,2019-12-06,1.28,1,74
8070,Cozy Private room in Williamsburg,39365,Michael,Brooklyn,Williamsburg,40.65068,-73.908314,Private room,99,30,11,2019-02-04,1.22,1,319
8071,Cozy Private room in Crown Heights,12333,John,Brooklyn,Crown Heights,40.654154,-73.936758,Private room,177,7,12,2019-09-04,0.34,1,14
8072,Cozy Private room in Crown Heights,99724,Lisa,Brooklyn,Crown Heights,40.681002,-73.948569,Private room,135,3,8,2020-03-14,0.67,1,25
8073,Cozy Shared room in Upper East Side,26153,Michael,Manhattan,Upper East Side,40.762923,-73.960171,Shared room,85,2,36,2020-06-10,7.2,1,339
8074,Cozy Private room in Hell's Kitchen,63406,James,Manhattan,Hell's Kitchen,40.732541,-73.995597,Private room,86,30,12,2019-09-13,0.35,20,4
8075,Cozy Private room in Long Island City,49730,Sarah,Queens,Long Island City,40.733006,-73.895104,Private room,43,2,41,2020-02-21,1.14,5,334
8076,Cozy Private room in Midtown,79959,James,Manhattan,Midtown,40.749733,-73.964003,Private room,86,1,4,2019-07-20,0.19,1,111
8077,Cozy Private room in Long Island City,24537,Sarah,Queens,Long Island City,40.749844,-73.825119,Private room,117,7,2,2019-01-20,0.33,10,150
8078,Cozy Entire home/apt in Midtown,96320,Maria,Manhattan,Midtown,40.764493,-73.957416,Entire home/apt,285,7,4,2019-05-25,0.14,2,340
8079,Cozy Shared room in Lower East Side,24690,James,Manhattan,Lower East Side,40.757303,-73.952461,Shared room,152,2,11,2019-12-08,1.83,1,71
8080,Cozy Private room in Lower East Side,12915,Sarah,Manhattan,Lower East Side,40.769549,-74.012218,Private room,355,7,21,2019-01-02,1.11,2,325
8081,Cozy Entire home/apt in Hell's Kitchen,63076,Emma,Manhattan,Hell's Kitchen,40.734184,-73.950341,Entire home/apt,197,3,44,2019-05-31,1.38,2,145
8082,Cozy Private room in Upper East Side,32144,Emma,Manhattan,Upper East Side,40.788808,-73.964026,Private room,186,3,29,2020-06-20,1.16,5,131
8083,Cozy Entire home/apt in Upper East Side,14605,John,Manhattan,Upper East Side,40.765244,-73.955569,Entire home/apt,337,3,17,2019-08-10,0.68,5,290
8084,Cozy Entire home/apt in Chelsea,15565,James,Manhattan,Chelsea,40.783481,-74.001416,Entire home/apt,319,2,39,2019-05-31,9.75,1,221
8085,Cozy Private room in Harlem,93805,James,Manhattan,Harlem,40.725482,-73.949921,Private room,41,3,37,2019-08-09,2.18,3,178
8086,Cozy Private room in Chelsea,76454,Michael,Manhattan,Chelsea,40.732202,-73.990619,Private room,138,1,104,2019-08-05,6.12,1,21
8087,Cozy Entire home/apt in Park Slope,19133,James,Brooklyn,Park Slope,40.633661,-73.963901,Entire home/apt,171,3,6,2019-09-08,0.4,1,329
8088,Cozy Private room in Midtown,27741,Maria,Manhattan,Midtown,40.736002,-73.94953,Private room,267,3,14,2019-06-04,1.08,10,203
8089,Cozy Entire home/apt in Harlem,34446,Emma,Manhattan,Harlem,40.779467,-73.998862,Entire home/apt,109,90,21,2020-03-26,0.78,1,231
8090,Cozy Entire home/apt in Midtown,18251,Lisa,Manhattan,Midtown,40.76978,-73.977484,Entire home/apt,186,14,21,2019-02-18,0.72,5,142
8091,Cozy Entire home/apt in Bushwick,51121,Maria,Brooklyn,Bushwick,40.654013,-73.945476,Entire home/apt,168,7,9,2020-04-02,0.45,3,162
8092,Cozy Entire home/apt in Chelsea,70999,Emma,Manhattan,Chelsea,40.793392,-73.987829,Entire home/apt,327,1,2,2020-04-17,0.07,10,115
8093,Cozy Entire home/apt in Fordham,30688,David,Bronx,Fordham,40.802052,-73.861412,Entire home/apt,76,2,9,2020-02-28,1.0,1,187
8094,Cozy Private room in Fordham,39558,Sarah,Bronx,Fordham,40.82659,-73.887055,Private room,104,2,67,2020-02-06,2.31,1,337
8095,Cozy Private room in Bed-Stuy,88298,Emma,Brooklyn,Bed-Stuy,40.633916,-73.960603,Private room,62,1,19,2019-02-12,0.58,2,26
8096,Cozy Entire home/apt in Jackson Heights,17827,Lisa,Queens,Jackson Heights,40.698898,-73.898713,Entire home/apt,161,1,19,2019-09-29,0.59,5,354
8097,Cozy Private room in Crown Heights,75130,Michael,Brooklyn,Crown Heights,40.66222,-73.90767,Private room,31,3,3,2019-10-21,0.19,2,22
8098,Cozy Entire home/apt in Stapleton,36922,Emma,Staten Island,Stapleton,40.585054,-74.177245,Entire home/apt,88,7,8,2019-05-22,0.35,2,121
8099,Cozy Entire home/apt in Harlem,36773,Lisa,Manhattan,Harlem,40.728281,-73.959072,Entire home/apt,295,1,59,2020-04-15,3.47,2,29
8100,Cozy Entire home/apt in Midtown,56120,Sarah,Manhattan,Midtown,40.733456,-73.960703,Entire home/apt,124,2,41,2020-05-02,1.64,1,141
8101,Cozy Private room in Upper East Side,57282,James,Manhattan,Upper East Side,40.751949,-74.017244,Private room,100,7,29,2020-05-01,1.53,1,173
8102,Cozy Entire home/apt in Astoria,86205,Michael,Queens,Astoria,40.718709,-73.853727,Entire home/apt,58,14,41,2019-06-03,20.5,3,58
8103,Cozy Entire home/apt in Park Slope,93992,James,Brooklyn,Park Slope,40.666793,-73.930162,Entire home/apt,147,3,12,2020-04-23,0.52,1,165
8104,Cozy Private room in Williamsburg,42259,Michael,Brooklyn,Williamsburg,40.692158,-73.92355,Private room,49,1,138,2020-03-31,6.0,2,238
8105,Cozy Private room in Harlem,16910,Michael,Manhattan,Harlem,40.731427,-73.947153,Private room,256,30,10,2019-04-01,2.0,1,53
8106,Cozy Entire home/apt in Crown Heights,55801,Lisa,Brooklyn,Crown Heights,40.6989,-73.907397,Entire home/apt,112,1,11,,0.79,20,275
8107,Cozy Private room in Williamsburg,11342,John,Brooklyn,Williamsburg,40.702393,-73.933,Private room,139,3,20,2019-02-03,6.67,1,323
8108,Cozy Shared room in Long Island City,59075,John,Queens,Long Island City,40.755793,-73.83029,Shared room,56,1,94,2020-02-23,3.92,20,104
8109,Cozy Entire home/apt in Upper East Side,23325,Emma,Manhattan,Upper East Side,40.750447,-73.965922,Entire home/apt,170,14,28,2020-06-02,2.8,1,111
8110,Cozy Entire home/apt in Bushwick,81669,Michael,Brooklyn,Bushwick,40.64255,-73.968352,Entire home/apt,97,1,16,2019-09-27,0.73,1,37
8111,Cozy Private room in Harlem,56272,Emma,Manhattan,Harlem,40.751571,-74.000737,Private room,117,14,13,2020-03-08,0.54,1,282
8112,Cozy Private room in Bushwick,27249,Emma,Brooklyn,Bushwick,40.630205,-73.905653,Private room,165,60,62,2019-07-04,4.77,2,168
8113,Cozy Entire home/apt in Bushwick,89893,James,Brooklyn,Bushwick,40.631361,-73.940362,Entire home/apt,197,3,16,2020-03-16,5.33,2,122
8114,Cozy Private room in Kingsbridge,18388,John,Bronx,Kingsbridge,40.809154,-73.900456,Private room,42,2,14,2019-02-07,0.82,1,197
8115,Cozy Entire home/apt in Stapleton,39858,John,Staten Island,Stapleton,40.5652,-74.174333,Entire home/apt,51,3,19,2019-03-22,3.8,1,62
8116,Cozy Private room in Midtown,36637,Sarah,Manhattan,Midtown,40.751937,-74.020394,Private room,36,1,4,2019-11-12,0.17,1,273
8117,Cozy Shared room in Upper East Side,57489,Maria,Manhattan,Upper East Side,40.76592,-74.023635,Shared room,10,3,41,2019-03-22,1.24,20,274
8118,Cozy Shared room in Bed-Stuy,26259,James,Brooklyn,Bed-Stuy,40.66092,-73.946325,Shared room,178,1,15,2019-11-18,2.5,1,253
8119,Cozy Private room in Williamsburg,13333,Maria,Brooklyn,Williamsburg,40.654719,-73.911569,Private room,42,14,30,2019-11-22,0.91,1,300
8120,Cozy Shared room in Harlem,56075,Lisa,Manhattan,Harlem,40.736927,-73.956315,Shared room,87,1,21,2019-10-11,0.81,1,307
8121,Cozy Private room in Upper East Side,18907,Maria,Manhattan,Upper East Side,40.74701,-74.006227,Private room,33,2,17,2019-11-16,0.85,3,172
8122,Cozy Shared room in Upper East Side,21944,Lisa,Manhattan,Upper East Side,40.725562,-73.975997,Shared room,10,2,5,2020-03-11,0.83,10,210
8123,Cozy Private room in Jackson Heights,28606,Lisa,Queens,Jackson Heights,40.690473,-73.825795,Private room,70,60,5,2019-01-01,0.28,1,221
8124,Cozy Private room in Park Slope,41803,James,Brooklyn,Park Slope,40.65451,-73.953271,Private room,91,3,49,2020-02-14,1.96,2,261
8125,Cozy Entire home/apt in Lower East Side,82525,David,Manhattan,Lower East Side,40.776697,-73.994888,Entire home/apt,79,14,20,2019-01-17,0.83,1,346
8126,Cozy Entire home/apt in Flushing,67329,Emma,Queens,Flushing,40.689441,-73.838718,Entire home/apt,102,2,53,2020-02-18,2.41,3,240
8127,Cozy Shared room in Lower East Side,62455,Emma,Manhattan,Lower East Side,40.736712,-73.949655,Shared room,182,2,74,2019-01-18,2.18,2,319
8128,Cozy Entire home/apt in Kingsbridge,79713,Maria,Bronx,Kingsbridge,40.804075,-73.874304,Entire home/apt,75,1,42,2019-10-10,3.82,1,322
8129,Cozy Entire home/apt in Hell's Kitchen,41921,Sarah,Manhattan,Hell's Kitchen,40.727545,-73.975224,Entire home/apt,97,2,52,2019-08-26,52.0,5,280
8130,Cozy Shared room in Hell's Kitchen,68862,David,Manhattan,Hell's Kitchen,40.78485,-73.948477,Shared room,10,3,45,2019-07-10,1.41,20,171
8131,Cozy Entire home/apt in Upper East Side,70926,Michael,Manhattan,Upper East Side,40.782425,-74.010475,Entire home/apt,166,3,34,2019-01-18,1.62,10,139
8132,Cozy Private room in Fordham,85885,Lisa,Bronx,Fordham,40.830403,-73.858334,Private room,89,1,62,2019-09-05,1.77,1,183
8133,Cozy Entire home/apt in Park Slope,73741,David,Brooklyn,Park Slope,40.626251,-73.964836,Entire home/apt,132,2,54,2019-06-09,10.8,1,24
8134,Cozy Private room in Chelsea,84927,John,Manhattan,Chelsea,40.717075,-73.981447,Private room,173,3,87,,17.4,1,3
8135,Cozy Private room in Flushing,64083,Maria,Queens,Flushing,40.726286,-73.841068,Private room,89,30,14,2020-06-28,0.56,1,46
8136,Cozy Entire home/apt in Jackson Heights,33015,John,Queens,Jackson Heights,40.743917,-73.851371,Entire home/apt,52,1,6,2019-11-12,0.19,1,278
8137,Cozy Private room in Chelsea,68976,Lisa,Manhattan,Chelsea,40.726079,-73.997371,Private room,10,1,46,2019-09-07,3.29,1,20
8138,Cozy Entire home/apt in Bed-Stuy,67434,Maria,Brooklyn,Bed-Stuy,40.679964,-73.966337,Entire home/apt,147,60,32,2019-09-17,1.07,3,116
8139,Cozy Private room in Hell's Kitchen,54849,Emma,Manhattan,Hell's Kitchen,40.737134,-73.96426,Private room,192,30,60,2019-06-21,3.53,5,147
8140,Cozy Private room in Upper East Side,61820,Michael,Manhattan,Upper East Side,40.78898,-74.002601,Private room,83,7,29,2019-11-06,3.22,2,29
8141,Cozy Private room in Riverdale,55372,Sarah,Bronx,Riverdale,40.852168,-73.859929,Private room,90,14,3,2019-12-02,0.18,1,84
8142,Cozy Entire home/apt in Long Island City,54276,Maria,Queens,Long Island City,40.752953,-73.890418,Entire home/apt,32,1,32,2019-01-18,2.91,2,65
8143,Cozy Entire home/apt in Bushwick,19853,Lisa,Brooklyn,Bushwick,40.661383,-73.970307,Entire home/apt,149,3,20,2019-08-20,0.87,1,294
8144,Cozy Entire home/apt in Astoria,83859,James,Queens,Astoria,40.710844,-73.864198,Entire home/apt,122,2,50,2020-02-28,2.5,5,341
8145,Cozy Private room in Upper East Side,74206,Lisa,Manhattan,Upper East Side,40.71525,-73.984602,Private room,26,2,16,2019-11-06,2.29,1,191
8146,Cozy Entire home/apt in Bushwick,72668,Maria,Brooklyn,Bushwick,40.633301,-73.946555,Entire home/apt,175,2,2,2019-07-28,0.08,2,66
8147,Cozy Entire home/apt in Midtown,74438,Sarah,Manhattan,Midtown,40.785412,-74.0227,Entire home/apt,115,2,20,2019-01-09,2.0,1,161
8148,Cozy Entire home/apt in Chelsea,92576,Emma,Manhattan,Chelsea,40.783286,-73.994887,Entire home/apt,127,3,37,2019-07-20,2.06,5,39
8149,Cozy Entire home/apt in Park Slope,26137,Emma,Brooklyn,Park Slope,40.658421,-73.920103,Entire home/apt,120,7,51,2020-07-01,8.5,1,179
8150,Cozy Entire home/apt in Long Island City,13943,Sarah,Queens,Long Island City,40.738886,-73.868579,Entire home/apt,147,30,3,2020-06-23,0.09,2,149
8151,Cozy Private room in Crown Heights,94353,David,Brooklyn,Crown Heights,40.687446,-73.922811,Private room,51,2,48,2019-05-02,1.5,5,187
8152,Cozy Private room in Long Island City,83805,Emma,Queens,Long Island City,40.730114,-73.840575,Private room,82,2,45,2019-03-01,1.32,3,63
8153,Cozy Entire home/apt in Chelsea,54751,Maria,Manhattan,Chelsea,40.753621,-73.99814,Entire home/apt,274,1,1,2019-06-24,0.03,1,278
8154,Cozy Entire home/apt in Upper East Side,26031,Emma,Manhattan,Upper East Side,40.76702,-73.959051,Entire home/apt,113,14,12,2020-01-05,0.35,1,26
8155,Cozy Entire home/apt in Astoria,26596,James,Queens,Astoria,40.761868,-73.825306,Entire home/apt,81,2,10,2020-04-16,0.43,1,303
8156,Cozy Entire home/apt in Kingsbridge,17098,David,Bronx,Kingsbridge,40.866633,-73.871641,Entire home/apt,93,90,18,2019-08-09,0.51,20,177
8157,Cozy Private room in Harlem,10166,Maria,Manhattan,Harlem,40.718628,-73.949958,Private room,48,2,23,2019-08-14,1.15,1,199
8158,Cozy Entire home/apt in Lower East Side,16063,Maria,Manhattan,Lower East Side,40.764452,-73.989519,Entire home/apt,228,7,1,2019-02-12,0.25,20,156
8159,Cozy Entire home/apt in Harlem,83277,Maria,Manhattan,Harlem,40.71518,-73.996821,Entire home/apt,234,2,97,2019-09-22,3.88,3,3
8160,Cozy Private room in Flushing,53095,Michael,Queens,Flushing,40.765834,-73.881241,Private room,75,3,20,2019-05-11,1.67,1,220
8161,Cozy Private room in Fordham,89789,David,Bronx,Fordham,40.81898,-73.88453,Private room,45,14,36,2019-04-16,1.5,2,72
8162,Cozy Entire home/apt in Bed-Stuy,62818,Lisa,Brooklyn,Bed-Stuy,40.683557,-73.965612,Entire home/apt,150,3,7,2019-09-05,1.75,2,178
8163,Cozy Entire home/apt in Astoria,83319,David,Queens,Astoria,40.744671,-73.860259,Entire home/apt,103,3,8,2019-03-06,0.24,2,141
