id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
8422,Staten Island,St. George,40.616364,-74.12218,Private room,64,7,104.0,3.71,1,329
8423,Bronx,Kingsbridge,40.826987,-73.924868,Private room,10,30,12.0,0.67,1,247
8424,Manhattan,Midtown,40.754968,-73.951705,Shared room,84,1,13.0,0.41,1,51
8425,Brooklyn,Bed-Stuy,40.683344,-73.923377,Entire home/apt,164,2,2.0,0.08,3,325
8426,Brooklyn,Bed-Stuy,40.651444,-73.954017,Private room,136,1,30.0,0.88,3,181
8427,Queens,Jackson Heights,40.708475,-73.846217,Private room,161,7,28.0,,3,25
8428,Brooklyn,Bed-Stuy,40.671612,-73.959364,Private room,69,2,13.0,1.86,1,307
8429,Manhattan,Lower East Side,40.720759,-74.016124,Private room,250,1,5.0,0.71,1,65
8430,Brooklyn,Bed-Stuy,40.625407,-73.92446,Entire home/apt,132,30,39.0,5.57,1,168
8431,Manhattan,Midtown,40.740676,-73.956786,Entire home/apt,250,14,5.0,0.31,1,341
8432,Queens,Long Island City,40.734029,-73.89568,Entire home/apt,111,7,10.0,0.37,1,108
8433,Manhattan,Upper East Side,40.78396,-74.011273,Entire home/apt,168,1,11.0,3.67,1,283
8434,Manhattan,Chelsea,40.725452,-73.96135,Private room,157,30,6.0,0.21,1,363
8435,Manhattan,Upper East Side,40.777215,-73.997203,Entire home/apt,263,60,25.0,0.74,1,193
8436,Brooklyn,Williamsburg,40.647483,-73.922772,Entire home/apt,159,1,30.0,1.15,5,78
8437,Manhattan,Hell's Kitchen,40.73763,-73.96139,Private room,10,2,39.0,1.39,1,287
8438,Brooklyn,Williamsburg,40.694562,-73.976521,Private room,110,2,12.0,0.86,1,164
8439,Manhattan,Lower East Side,40.721964,-73.98965,Private room,175,1,8.0,0.67,1,201
8440,Queens,Astoria,40.706106,-73.842431,Entire home/apt,89,1,9.0,0.41,1,257
8441,Brooklyn,Williamsburg,40.684165,-73.974521,Entire home/apt,65,2,85.0,4.47,1,262
8442,Brooklyn,Park Slope,40.626402,-73.954219,Private room,38,7,27.0,13.5,2,159
8443,Manhattan,Hell's Kitchen,40.729154,-74.005248,Entire home/apt,145,2,11.0,0.37,2,5
8444,Brooklyn,Crown Heights,40.670641,-73.977337,Entire home/apt,166,3,66.0,2.87,1,29
8445,Manhattan,Hell's Kitchen,40.723309,-73.967568,Entire home/apt,172,1,25.0,1.09,1,349
8446,Brooklyn,Crown Heights,40.6515,-73.926083,Private room,45,14,9.0,0.56,5,80
8447,Queens,Long Island City,40.751248,-73.844092,Private room,36,2,15.0,0.52,1,361
8448,Queens,Astoria,40.754498,-73.851764,Entire home/apt,57,3,29.0,1.38,5,227
8449,Bronx,Fordham,40.852321,-73.848303,Entire home/apt,79,1,33.0,1.94,2,246
8450,Brooklyn,Bushwick,40.625477,-73.977164,Shared room,74,7,131.0,,1,307
8451,Brooklyn,Bed-Stuy,40.698546,-73.943451,Entire home/apt,75,7,11.0,0.31,2,324
8452,Brooklyn,Crown Heights,40.692776,-73.906352,Private room,199,14,44.0,1.69,10,168
8453,Manhattan,Chelsea,40.71557,-73.976052,Private room,159,2,14.0,1.17,3,325
8454,Brooklyn,Park Slope,40.689799,-73.958811,Entire home/apt,73,3,26.0,4.33,2,36
8455,Brooklyn,Crown Heights,40.630877,-73.947611,Entire home/apt,64,14,11.0,0.48,1,16
8456,Manhattan,Lower East Side,40.733376,-74.00498,Entire home/apt,297,2,43.0,1.23,1,98
8457,Manhattan,Hell's Kitchen,40.731185,-73.962675,Private room,289,2,94.0,6.27,2,202
8458,Brooklyn,Crown Heights,40.666789,-73.974021,Private room,52,30,61.0,3.05,3,139
8459,Brooklyn,Williamsburg,40.648641,-73.92733,Private room,126,2,6.0,1.0,3,262
8460,Manhattan,Hell's Kitchen,40.759081,-74.014457,Private room,135,3,12.0,0.46,20,234
8461,Brooklyn,Crown Heights,40.666415,-73.980636,Entire home/apt,54,1,0.0,,1,352
8462,Manhattan,Lower East Side,40.754896,-73.965738,Entire home/apt,203,3,21.0,0.66,1,148
8463,Brooklyn,Bushwick,40.667917,-73.934646,Entire home/apt,178,3,23.0,0.92,1,347
8464,Brooklyn,Bushwick,40.663803,-73.962963,Entire home/apt,69,7,,1.65,3,151
8465,Manhattan,Hell's Kitchen,40.757617,-73.983649,Entire home/apt,142,3,23.0,0.72,2,330
8466,Queens,Long Island City,40.746291,-73.881705,Shared room,34,7,16.0,0.73,2,151
8467,Manhattan,Upper East Side,40.745844,-74.020803,Entire home/apt,231,7,2.0,0.08,3,218
8468,Manhattan,Harlem,40.73012,-73.953331,Entire home/apt,181,14,68.0,,5,132
8469,Brooklyn,Crown Heights,40.670774,-73.921264,Private room,19,1,34.0,17.0,5,114
8470,Manhattan,Midtown,40.756851,-73.98721,Private room,187,1,74.0,5.69,3,149
8471,Bronx,Kingsbridge,40.842755,-73.893819,Entire home/apt,62,3,16.0,0.8,2,50
8472,Brooklyn,Bed-Stuy,40.642786,-73.944744,Entire home/apt,123,3,53.0,1.47,1,19
8473,Manhattan,Chelsea,40.764126,-73.952369,Entire home/apt,250,2,14.0,0.39,2,246
8474,Brooklyn,Bed-Stuy,40.703285,-73.941624,Private room,101,2,14.0,1.17,1,1
8475,Manhattan,Upper East Side,40.739048,-73.982853,Entire home/apt,272,2,1.0,0.2,1,112
8476,Brooklyn,Bushwick,40.686278,-73.968026,Entire home/apt,102,90,16.0,2.67,1,225
8477,Queens,Astoria,40.701965,-73.889874,Entire home/apt,95,2,16.0,0.62,1,93
8478,Staten Island,Stapleton,40.563936,-74.153364,Entire home/apt,65,14,24.0,2.4,5,79
8479,Brooklyn,Crown Heights,40.646956,-73.924489,Entire home/apt,205,2,46.0,1.31,2,201
8480,Brooklyn,Crown Heights,40.685348,-73.951049,Entire home/apt,51,3,19.0,0.73,2,127
8481,Brooklyn,Bushwick,40.693272,-73.944803,Private room,21,14,0.0,,1,52
8482,Brooklyn,Park Slope,40.667314,-73.944755,Private room,122,1,66.0,9.43,1,145
8483,Bronx,Kingsbridge,40.819614,-73.871947,Entire home/apt,76,7,0.0,,3,105
8484,Queens,Long Island City,40.732125,-73.856101,Private room,10,1,6.0,1.0,2,280
8485,Queens,Long Island City,40.741179,-73.832031,Entire home/apt,141,3,14.0,0.93,1,82
8486,Manhattan,Upper East Side,40.765727,-73.993795,Private room,230,7,21.0,7.0,2,228
8487,Brooklyn,Bushwick,40.654239,-73.937849,Private room,161,1,27.0,0.75,1,279
8488,Manhattan,Harlem,40.754078,-73.995088,Private room,146,2,13.0,0.72,1,50
8489,Bronx,Riverdale,40.86139,-73.885848,Entire home/apt,10,30,0.0,,1,165
8490,Manhattan,Upper East Side,40.767216,-73.973533,Private room,181,30,146.0,9.73,2,133
8491,Brooklyn,Bushwick,40.642522,-73.940422,Entire home/apt,85,7,27.0,1.69,1,284
8492,Manhattan,Harlem,40.772849,-73.984092,Entire home/apt,282,30,26.0,0.9,5,25
8493,Manhattan,Hell's Kitchen,40.727529,-73.967845,Private room,219,7,2.0,0.14,1,113
8494,Manhattan,Harlem,40.754879,-73.993845,Private room,58,2,42.0,42.0,10,56
8495,Staten Island,Stapleton,40.585462,-74.138129,Private room,10,1,18.0,1.12,1,253
8496,Brooklyn,Williamsburg,40.632232,-73.968826,Private room,114,2,30.0,0.97,1,153
8497,Manhattan,Upper East Side,40.763033,-73.953771,Private room,139,2,12.0,0.44,1,72
8498,Brooklyn,Bed-Stuy,40.678343,-73.96483,Entire home/apt,132,7,3.0,0.08,1,361
8499,Staten Island,New Brighton,40.569138,-74.180805,Private room,38,2,34.0,2.62,1,207
8500,Manhattan,Upper East Side,40.738502,-73.971699,Private room,187,30,19.0,1.58,3,301
8501,Manhattan,Lower East Side,40.786955,-73.952678,Entire home/apt,120,3,13.0,0.5,2,20
8502,Manhattan,Hell's Kitchen,40.775573,-73.999276,Private room,10,7,10.0,,1,165
8503,Brooklyn,Crown Heights,40.689898,-73.946523,Private room,135,3,29.0,1.21,2,323
8504,Manhattan,Chelsea,40.792654,-74.009569,Entire home/apt,148,7,0.0,,1,196
8505,Bronx,Fordham,40.860553,-73.920622,Entire home/apt,146,7,13.0,0.54,1,91
8506,Manhattan,Chelsea,40.724143,-74.010992,Private room,236,7,10.0,0.62,1,313
8507,Queens,Long Island City,40.763432,-73.865024,Private room,93,1,10.0,0.29,2,292
8508,Manhattan,Chelsea,40.75313,-73.983424,Private room,180,90,13.0,2.6,1,218
8509,Brooklyn,Bushwick,40.628111,-73.979854,Private room,33,14,68.0,3.24,1,258
8510,Manhattan,Hell's Kitchen,40.754728,-74.003165,Private room,33,90,47.0,2.94,5,106
8511,Queens,Flushing,40.765209,-73.862978,Private room,33,3,6.0,0.86,1,9
8512,Bronx,Kingsbridge,40.80592,-73.906317,Entire home/apt,67,3,54.0,1.74,1,200
8513,Brooklyn,Bed-Stuy,40.639745,-73.927724,Private room,26,1,15.0,0.71,1,266
8514,Brooklyn,Williamsburg,40.694578,-73.915987,Private room,12,90,26.0,1.73,1,152
8515,Manhattan,Hell's Kitchen,40.740605,-74.014492,Private room,61,2,29.0,1.26,1,210
8516,Manhattan,Hell's Kitchen,40.738873,-73.946274,Entire home/apt,184,3,21.0,0.58,5,137
8517,Brooklyn,Bushwick,40.694735,-73.92169,Shared room,30,1,5.0,0.17,10,283
8518,Queens,Long Island City,40.728261,-73.891074,Private room,70,3,10.0,2.5,1,360
8519,Brooklyn,Park Slope,40.691116,-73.943799,Entire home/apt,156,3,17.0,0.59,20,213
8520,Manhattan,Upper East Side,40.734242,-73.998933,Private room,118,3,17.0,0.61,20,210
8521,Manhattan,Midtown,40.772211,-73.967316,Private room,196,14,16.0,1.45,3,158
8522,Queens,Astoria,40.741137,-73.841643,Private room,72,30,10.0,0.28,10,317
8523,Manhattan,Upper East Side,40.786233,-73.964791,Entire home/apt,187,7,1.0,0.03,1,126
8524,Staten Island,New Brighton,40.59305,-74.153796,Entire home/apt,138,14,0.0,,5,7
8525,Brooklyn,Williamsburg,40.684008,-73.909092,Entire home/apt,221,2,3.0,0.13,1,82
8526,Manhattan,Upper East Side,40.753922,-74.02212,Entire home/apt,206,1,27.0,2.7,5,268
8527,Manhattan,Midtown,40.740734,-74.007557,Entire home/apt,177,7,26.0,1.13,1,219
8528,Manhattan,Midtown,40.776395,-73.99635,Entire home/apt,213,60,24.0,1.33,1,215
8529,Manhattan,Lower East Side,40.737855,-73.97867,Entire home/apt,227,7,84.0,4.94,1,208
8530,Manhattan,Hell's Kitchen,40.789736,-74.015777,Private room,10,1,18.0,9.0,1,306
8531,Queens,Jackson Heights,40.7316,-73.871615,Entire home/apt,78,2,11.0,0.39,1,274
8532,Brooklyn,Bushwick,40.674111,-73.943468,Shared room,65,14,15.0,0.58,1,117
8533,Brooklyn,Bushwick,40.675296,-73.972657,Entire home/apt,46,1,37.0,1.28,1,190
8534,Bronx,Fordham,40.864466,-73.876279,Entire home/apt,54,14,6.0,0.17,1,163
8535,Brooklyn,Crown Heights,40.653736,-73.965772,Entire home/apt,211,1,37.0,1.68,2,266
8536,Manhattan,Harlem,40.763698,-73.954308,Private room,189,7,109.0,3.3,1,166
8537,Queens,Jackson Heights,40.762259,-73.821532,Entire home/apt,47,3,31.0,3.1,1,225
8538,Manhattan,Lower East Side,40.766716,-74.015788,Entire home/apt,205,60,70.0,3.33,2,139
8539,Bronx,Riverdale,40.856313,-73.916412,Entire home/apt,77,2,90.0,22.5,1,9
8540,Queens,Long Island City,40.717262,-73.872006,Private room,45,60,11.0,1.38,2,145
8541,Brooklyn,Williamsburg,40.69999,-73.948098,Entire home/apt,114,30,12.0,2.4,1,98
8542,Queens,Jackson Heights,40.75347,-73.872257,Private room,36,1,25.0,2.27,5,226
8543,Brooklyn,Bushwick,40.700199,-73.978725,Private room,128,90,3.0,0.19,1,136
8544,Brooklyn,Bed-Stuy,40.685659,-73.914809,Entire home/apt,160,60,7.0,0.58,2,168
8545,Queens,Flushing,40.759846,-73.870534,Entire home/apt,100,2,41.0,20.5,2,141
8546,Manhattan,Hell's Kitchen,40.741304,-73.961163,Private room,16,7,3.0,0.09,2,312
8547,Queens,Astoria,40.695243,-73.889858,Entire home/apt,82,7,28.0,1.27,2,327
8548,Manhattan,Midtown,40.772606,-73.980306,Entire home/apt,232,7,6.0,0.86,5,84
8549,Queens,Jackson Heights,40.705015,-73.831639,Entire home/apt,60,1,4.0,0.16,1,94
8550,Queens,Jackson Heights,40.755513,-73.867562,Shared room,57,7,3.0,0.12,3,93
8551,Manhattan,Hell's Kitchen,40.766835,-73.971607,Private room,148,2,11.0,,1,325
8552,Manhattan,Harlem,40.789285,-73.985273,Private room,193,60,0.0,,2,320
8553,Manhattan,Chelsea,40.718002,-73.967842,Entire home/apt,164,7,16.0,1.33,1,40
8554,Queens,Astoria,40.742752,-73.894239,Entire home/apt,160,3,7.0,0.35,3,280
8555,Manhattan,Chelsea,40.753999,-73.968629,Private room,143,90,5.0,0.42,5,304
8556,Manhattan,Hell's Kitchen,40.773315,-73.992788,Entire home/apt,121,1,25.0,,3,80
8557,Queens,Long Island City,40.732864,-73.836585,Private room,10,14,16.0,0.5,2,168
8558,Manhattan,Midtown,40.774088,-73.948248,Private room,252,2,1.0,0.08,3,4
8559,Brooklyn,Crown Heights,40.626117,-73.934331,Entire home/apt,263,1,19.0,0.73,3,12
8560,Brooklyn,Bushwick,40.62543,-73.966486,Private room,44,3,36.0,2.4,1,87
8561,Manhattan,Chelsea,40.777816,-74.021384,Private room,251,7,5.0,0.83,1,218
8562,Staten Island,Stapleton,40.609749,-74.141924,Entire home/apt,101,3,9.0,,1,238
8563,Manhattan,Midtown,40.718026,-73.952768,Entire home/apt,251,1,36.0,1.06,3,35
8564,Queens,Long Island City,40.71128,-73.897913,Private room,25,2,18.0,9.0,3,268
8565,Queens,Astoria,40.708904,-73.86365,Shared room,10,3,44.0,1.22,20,115
8566,Manhattan,Midtown,40.738029,-74.002377,Private room,233,2,80.0,3.33,1,77
8567,Brooklyn,Williamsburg,40.686665,-73.944648,Private room,10,14,17.0,1.55,1,315
8568,Bronx,Riverdale,40.813361,-73.848752,Private room,28,14,2.0,0.06,1,135
8569,Manhattan,Midtown,40.715181,-74.015414,Entire home/apt,248,2,31.0,31.0,5,264
8570,Brooklyn,Crown Heights,40.692247,-73.979755,Entire home/apt,167,60,49.0,1.96,1,330
8571,Brooklyn,Crown Heights,40.656849,-73.966285,Private room,10,1,61.0,30.5,1,82
8572,Brooklyn,Bed-Stuy,40.635797,-73.910343,Private room,42,3,1.0,0.04,2,47
8573,Manhattan,Midtown,40.742367,-73.98074,Private room,146,14,4.0,0.33,1,127
8574,Brooklyn,Bushwick,40.655555,-73.937098,Private room,37,1,57.0,1.78,1,317
8575,Manhattan,Harlem,40.793343,-73.952739,Entire home/apt,251,7,24.0,0.69,1,194
8576,Manhattan,Harlem,40.7789,-73.995853,Private room,85,7,28.0,,3,139
8577,Manhattan,Midtown,40.717485,-73.958274,Entire home/apt,170,1,27.0,2.7,3,272
8578,Manhattan,Lower East Side,40.792584,-73.955076,Private room,354,2,2.0,0.08,1,65
8579,Queens,Flushing,40.737693,-73.821884,Entire home/apt,86,60,51.0,1.76,5,192
8580,Staten Island,New Brighton,40.560862,-74.16771,Entire home/apt,52,1,28.0,2.33,2,105
8581,Brooklyn,Bed-Stuy,40.641022,-73.951332,Private room,41,2,30.0,3.0,1,141
8582,Queens,Jackson Heights,40.688474,-73.898626,Entire home/apt,93,3,28.0,14.0,1,350
8583,Queens,Astoria,40.727591,-73.881166,Entire home/apt,75,30,26.0,0.74,1,103
8584,Manhattan,Midtown,40.755155,-73.961382,Entire home/apt,159,3,33.0,1.65,1,137
8585,Manhattan,Chelsea,40.773156,-73.981568,Private room,127,3,0.0,,1,74
8586,Brooklyn,Williamsburg,40.641114,-73.939317,Entire home/apt,213,3,2.0,0.09,3,69
8587,Manhattan,Hell's Kitchen,40.731846,-73.969086,Entire home/apt,212,2,13.0,1.08,1,220
8588,Queens,Flushing,40.735364,-73.881662,Private room,66,90,41.0,5.86,2,122
8589,Brooklyn,Park Slope,40.639001,-73.948081,Private room,144,7,29.0,2.23,1,48
8590,Brooklyn,Bed-Stuy,40.655651,-73.955425,Entire home/apt,172,14,10.0,1.0,5,52
8591,Brooklyn,Bed-Stuy,40.648203,-73.950485,Entire home/apt,196,14,6.0,0.27,1,215
8592,Queens,Jackson Heights,40.703289,-73.824933,Private room,42,3,9.0,0.25,1,315
8593,Brooklyn,Park Slope,40.633456,-73.923952,Entire home/apt,177,2,23.0,0.79,1,245
8594,Manhattan,Midtown,40.763413,-73.992651,Entire home/apt,190,7,95.0,2.64,3,279
8595,Brooklyn,Williamsburg,40.63623,-73.972453,Private room,90,14,36.0,1.64,1,160
8596,Queens,Flushing,40.700893,-73.836129,Private room,126,14,,0.38,1,74
8597,Manhattan,Harlem,40.740217,-73.973321,Entire home/apt,194,1,12.0,0.75,2,312
8598,Manhattan,Upper East Side,40.728363,-73.956102,Entire home/apt,277,90,,0.62,2,337
8599,Brooklyn,Park Slope,40.632345,-73.925916,Private room,10,7,67.0,22.33,5,137
8600,Manhattan,Chelsea,40.751775,-73.972108,Entire home/apt,162,3,9.0,2.25,2,225
8601,Queens,Jackson Heights,40.696917,-73.838649,Entire home/apt,111,1,52.0,7.43,2,180
8602,Brooklyn,Bed-Stuy,40.70259,-73.937863,Entire home/apt,107,7,0.0,,2,119
8603,Manhattan,Midtown,40.793128,-73.948241,Entire home/apt,294,2,39.0,,1,78
8604,Brooklyn,Bed-Stuy,40.647057,-73.963774,Private room,10,30,21.0,0.6,5,313
8605,Manhattan,Lower East Side,40.792269,-74.007221,Entire home/apt,328,2,17.0,0.65,5,324
8606,Brooklyn,Bed-Stuy,40.630829,-73.911879,Private room,95,60,34.0,2.62,2,5
8607,Manhattan,Chelsea,40.71788,-73.960167,Private room,175,3,8.0,0.38,1,279
8608,Manhattan,Harlem,40.714767,-74.014747,Entire home/apt,188,2,13.0,0.45,1,167
8609,Staten Island,St. George,40.553751,-74.169484,Entire home/apt,44,2,12.0,0.63,1,241
8610,Manhattan,Hell's Kitchen,40.775612,-73.997423,Private room,321,1,27.0,0.96,2,234
8611,Manhattan,Upper East Side,40.765316,-73.964593,Entire home/apt,147,30,4.0,0.14,2,196
8612,Brooklyn,Park Slope,40.64109,-73.959855,Entire home/apt,144,1,1.0,0.17,1,65
8613,Queens,Jackson Heights,40.709607,-73.869105,Entire home/apt,41,2,22.0,11.0,1,111
8614,Manhattan,Upper East Side,40.754069,-74.001326,Entire home/apt,233,1,22.0,3.14,10,92
8615,Manhattan,Chelsea,40.724497,-74.010653,Entire home/apt,217,1,12.0,0.33,2,107
8616,Staten Island,Stapleton,40.56846,-74.124546,Private room,30,2,55.0,2.2,2,213
8617,Brooklyn,Crown Heights,40.649536,-73.932587,Entire home/apt,101,1,8.0,0.25,2,110
8618,Manhattan,Chelsea,40.793113,-73.945254,Private room,136,2,29.0,7.25,1,35
8619,Bronx,Kingsbridge,40.84096,-73.913822,Entire home/apt,69,3,4.0,1.33,5,184
8620,Manhattan,Harlem,40.728946,-73.972843,Entire home/apt,208,1,50.0,8.33,1,341
8621,Brooklyn,Crown Heights,40.692462,-73.910594,Entire home/apt,49,1,1.0,0.03,2,224
8622,Bronx,Riverdale,40.821267,-73.880157,Private room,24,30,22.0,1.05,1,204
8623,Manhattan,Hell's Kitchen,40.737975,-74.016224,Entire home/apt,163,1,13.0,,1,43
8624,Brooklyn,Bed-Stuy,40.654472,-73.978385,Entire home/apt,165,3,0.0,,1,235
8625,Manhattan,Midtown,40.787572,-73.945347,Entire home/apt,181,7,8.0,2.0,3,216
8626,Manhattan,Chelsea,40.782738,-73.946988,Entire home/apt,159,2,21.0,0.84,3,103
8627,Manhattan,Harlem,40.716721,-73.98148,Shared room,48,1,40.0,1.74,1,54
8628,Brooklyn,Bed-Stuy,40.656086,-73.946296,Entire home/apt,149,7,4.0,1.0,5,10
8629,Brooklyn,Park Slope,40.700574,-73.927626,Entire home/apt,176,30,8.0,0.24,3,276
8630,Queens,Flushing,40.741828,-73.864124,Entire home/apt,41,60,33.0,1.0,1,266
8631,Bronx,Fordham,40.848681,-73.850243,Private room,10,3,25.0,8.33,1,283
8632,Brooklyn,Bushwick,40.682708,-73.965932,Entire home/apt,126,2,28.0,4.0,1,292
8633,Queens,Jackson Heights,40.725448,-73.889645,Entire home/apt,137,2,21.0,1.75,2,111
8634,Manhattan,Harlem,40.732469,-73.996117,Entire home/apt,224,2,12.0,0.57,5,32
8635,Queens,Astoria,40.725696,-73.897385,Private room,79,2,8.0,0.57,1,244
8636,Manhattan,Upper East Side,40.760324,-73.974762,Entire home/apt,240,7,26.0,1.86,1,309
8637,Queens,Astoria,40.738839,-73.868499,Shared room,148,14,45.0,15.0,1,328
8638,Manhattan,Upper East Side,40.78325,-73.956824,Entire home/apt,279,30,95.0,6.79,1,72
8639,Bronx,Kingsbridge,40.851139,-73.894269,Private room,80,14,38.0,4.75,1,197
8640,Bronx,Fordham,40.798769,-73.905711,Entire home/apt,153,60,13.0,13.0,2,352
8641,Bronx,Riverdale,40.835495,-73.857773,Entire home/apt,66,2,36.0,1.64,1,146
8642,Brooklyn,Bushwick,40.668322,-73.934866,Private room,105,14,9.0,0.36,1,69
8643,Manhattan,Harlem,40.78504,-73.987459,Private room,223,1,12.0,0.5,1,187
8644,Manhattan,Upper East Side,40.729466,-74.014155,Entire home/apt,299,1,1.0,0.33,1,196
8645,Brooklyn,Bushwick,40.690663,-73.954844,Private room,118,1,18.0,1.8,1,36
8646,Manhattan,Lower East Side,40.771388,-74.005052,Entire home/apt,134,30,14.0,0.88,1,126
8647,Manhattan,Lower East Side,40.774711,-73.984069,Private room,206,7,24.0,1.41,1,171
8648,Bronx,Fordham,40.84654,-73.881404,Entire home/apt,128,2,7.0,0.35,2,178
8649,Staten Island,St. George,40.580308,-74.145392,Private room,28,7,6.0,,2,96
8650,Brooklyn,Park Slope,40.671698,-73.932998,Entire home/apt,283,3,10.0,10.0,1,34
8651,Manhattan,Upper East Side,40.75138,-73.95191,Entire home/apt,384,90,6.0,0.22,1,31
8652,Manhattan,Upper East Side,40.784253,-73.957917,Private room,136,3,6.0,0.33,1,203
8653,Queens,Flushing,40.756605,-73.866673,Entire home/apt,116,1,3.0,0.09,1,171
8654,Queens,Long Island City,40.744028,-73.882726,Private room,52,1,12.0,12.0,1,171
8655,Brooklyn,Park Slope,40.695585,-73.924308,Private room,10,14,0.0,,2,212
8656,Manhattan,Midtown,40.762851,-73.985835,Private room,119,1,6.0,0.21,1,49
8657,Brooklyn,Bushwick,40.690094,-73.936914,Private room,95,1,71.0,4.73,1,189
8658,Brooklyn,Williamsburg,40.697915,-73.907495,Shared room,10,1,4.0,0.5,1,26
8659,Manhattan,Midtown,40.784706,-74.00945,Private room,193,3,69.0,6.27,1,199
8660,Manhattan,Upper East Side,40.717561,-74.013443,Private room,61,1,0.0,,2,23
8661,Queens,Astoria,40.710818,-73.897974,Entire home/apt,99,2,119.0,9.92,1,304
8662,Brooklyn,Bed-Stuy,40.704803,-73.933026,Entire home/apt,127,30,10.0,0.48,1,200
8663,Queens,Flushing,40.716825,-73.835216,Entire home/apt,87,30,12.0,0.71,20,61
8664,Manhattan,Hell's Kitchen,40.753166,-73.973037,Private room,175,7,18.0,0.69,5,160
8665,Manhattan,Chelsea,40.758164,-73.995417,Private room,217,2,0.0,,3,197
8666,Bronx,Kingsbridge,40.875852,-73.885858,Entire home/apt,86,3,17.0,0.89,1,235
8667,Brooklyn,Crown Heights,40.67182,-73.913724,Shared room,33,1,4.0,0.24,3,102
8668,Manhattan,Midtown,40.720896,-74.01051,Entire home/apt,243,3,14.0,1.75,20,250
8669,Bronx,Fordham,40.875216,-73.901856,Entire home/apt,59,14,23.0,1.77,1,348
8670,Brooklyn,Williamsburg,40.628115,-73.9509,Private room,59,30,4.0,0.11,1,4
8671,Brooklyn,Park Slope,40.69482,-73.954585,Entire home/apt,53,1,2.0,0.15,2,108
8672,Queens,Flushing,40.747672,-73.83739,Private room,34,7,57.0,1.68,2,77
8673,Manhattan,Midtown,40.720837,-73.963828,Private room,131,3,6.0,0.19,3,136
8674,Manhattan,Upper East Side,40.716185,-73.966814,Private room,186,7,4.0,0.57,1,340
8675,Brooklyn,Williamsburg,40.638369,-73.962306,Entire home/apt,197,2,2.0,0.13,1,100
8676,Queens,Astoria,40.739548,-73.899929,Private room,94,2,153.0,6.12,3,238
8677,Brooklyn,Bushwick,40.645184,-73.910341,Private room,91,3,106.0,17.67,20,130
8678,Brooklyn,Williamsburg,40.667815,-73.944771,Entire home/apt,166,7,25.0,1.56,10,149
8679,Brooklyn,Park Slope,40.662719,-73.946721,Entire home/apt,177,7,126.0,5.25,1,315
8680,Brooklyn,Park Slope,40.626672,-73.914519,Private room,60,14,33.0,3.3,1,285
8681,Manhattan,Upper East Side,40.756291,-73.997831,Entire home/apt,167,30,6.0,2.0,1,239
8682,Brooklyn,Bed-Stuy,40.63998,-73.925489,Entire home/apt,173,2,5.0,0.38,20,244
8683,Manhattan,Harlem,40.764656,-74.018945,Private room,161,3,63.0,3.0,1,220
8684,Manhattan,Midtown,40.765264,-73.988724,Private room,10,7,17.0,17.0,1,144
